Date,Close,High,Low,Open,Volume
08/07/2020,10.18074512,10.18971484,9.931109851,9.959262104,365480000
09/07/2020,10.47273827,10.53352765,10.19818859,10.34443267,494548000
10/07/2020,10.44308853,10.61848084,10.34293523,10.5522106,497676000
13/07/2020,10.01756096,10.75500709,9.990404706,10.55843836,457076000
14/07/2020,10.34118843,10.36684973,9.751729439,10.0402306,542676000
15/07/2020,10.19195652,10.396996,10.02104815,10.37831147,403984000
16/07/2020,10.09977722,10.17152831,9.861352647,9.980440434,344964000
17/07/2020,10.16629696,10.2131347,10.05293998,10.19021431,266284000
20/07/2020,10.47447872,10.49490816,10.12170023,10.23879506,284852000
21/07/2020,10.29285622,10.52355794,10.25125034,10.47671925,277036000
22/07/2020,10.40272617,10.56591077,10.25598416,10.33172209,367292000
23/07/2020,10.09479237,10.51060211,9.99663204,10.41393674,411660000
24/07/2020,10.15931988,10.3289823,9.74326108,9.840922467,473292000
27/07/2020,10.38553715,10.40571664,10.18248965,10.19694023,292132000
28/07/2020,10.18024635,10.34617186,10.17401849,10.33844904,271636000
29/07/2020,10.42938328,10.47995792,10.31129247,10.35489129,284508000
30/07/2020,10.5773735,10.58634227,10.25972307,10.33919793,308880000
31/07/2020,10.57811832,10.7293452,10.39699525,10.52679573,386080000
03/08/2020,10.97225285,11.06044745,10.67827084,10.69546137,412720000
04/08/2020,11.1890049,11.1890049,10.86836551,11.01186865,310336000
05/08/2020,11.24780083,11.33250754,11.12771704,11.20519894,249924000
06/08/2020,11.296381,11.31880339,11.14017221,11.31058162,244316000
07/08/2020,11.16085243,11.46504923,10.99941176,11.2734624,342516000
10/08/2020,11.12647057,11.36888103,10.81903488,11.29513699,427796000
11/08/2020,10.81255817,11.09831847,10.75849467,11.0355352,354512000
12/08/2020,11.40077114,11.42742844,10.92043413,10.95282224,464412000
13/08/2020,11.403512,11.6813005,11.31656333,11.50615625,374460000
14/08/2020,11.52409267,11.66435688,11.401019,11.49020961,366436000
17/08/2020,12.29442501,12.36692404,11.77646902,11.81035113,621300000
18/08/2020,12.2184391,12.45287775,12.04454177,12.40703601,503448000
19/08/2020,12.09661102,12.2725013,12.05625015,12.25406577,622624000
20/08/2020,12.09910297,12.33229568,11.83775801,11.9336764,921388000
21/08/2020,12.63973045,12.76454809,12.15316464,12.15964245,999868000
24/08/2020,12.67635345,12.86794026,12.46433721,12.83928906,490564000
25/08/2020,12.70600319,12.71721391,12.53036092,12.58716439,289076000
26/08/2020,12.72892189,12.82409233,12.63400046,12.75508119,321244000
27/08/2020,12.58467197,12.80565701,12.52313465,12.73739287,317604000
28/08/2020,13.10237694,13.10262594,12.59887058,12.63125869,537160000
31/08/2020,13.32834816,13.52815582,12.99276017,13.13725932,500840000
01/09/2020,13.77742481,13.94962968,13.39413657,13.43749937,511316000
02/09/2020,14.30126953,14.68032068,13.85617646,14.65739248,874012000
03/09/2020,12.97446632,13.84072613,12.83814723,13.78515199,945128000
04/09/2020,12.58270454,13.13346241,11.66784764,12.74344532,1463684000
08/09/2020,11.87543964,12.51043133,11.66734804,11.69750226,795728000
09/09/2020,12.67491055,12.76886311,12.19318359,12.36090319,736200000
10/09/2020,12.27293491,13.02405932,12.12864068,12.94829872,698684000
11/09/2020,12.12614632,12.6126076,11.85824348,12.44613432,636928000
14/09/2020,12.83166695,13.27302105,12.59142753,13.03975954,1201744000
15/09/2020,12.95004368,13.25682319,12.78730838,13.23813211,727556000
16/09/2020,12.47504425,13.05147109,12.47429703,12.91639834,556384000
17/09/2020,12.42420673,12.55005898,11.9968084,12.09400087,792512000
18/09/2020,12.15082073,12.59267299,11.95095332,12.55404547,698460000
21/09/2020,12.47778797,12.4830214,11.86696968,11.88740524,721044000
22/09/2020,12.59790611,12.60812389,12.11717726,12.53535408,646452000
23/09/2020,12.08552551,12.68687407,12.04116641,12.53585102,647012000
24/09/2020,12.30906868,12.52987073,11.97612208,12.03418886,731240000
25/09/2020,12.83316231,12.84288193,12.20714291,12.40825665,588016000
28/09/2020,12.99390411,13.01060164,12.70980279,12.99913754,573808000
29/09/2020,13.18405151,13.40036736,12.89247417,12.89671035,621460000
30/09/2020,13.48784065,13.5795506,13.10878955,13.11601652,689184000
01/10/2020,13.57157421,13.71935641,13.41830856,13.71462209,525004000
02/10/2020,13.02106762,13.47687565,13.00985259,13.18330475,552496000
05/10/2020,13.5994873,13.60123178,13.1810605,13.19426907,479820000
06/10/2020,13.69319344,14.09741545,13.62191902,13.7863988,784420000
07/10/2020,13.91997242,14.07473348,13.81978918,13.95561009,418084000
08/10/2020,13.79512024,14.04009589,13.71462531,14.03062533,378900000
09/10/2020,13.71936035,13.78066701,13.61768264,13.72359748,346892000
12/10/2020,14.18114662,14.30176541,13.8686356,13.9453925,434744000
13/10/2020,14.20332909,14.30326327,13.97455282,14.25142716,344604000
14/10/2020,14.05081367,14.29753288,13.91598997,14.24544769,276100000
15/10/2020,13.92596149,13.96159823,13.72434858,13.76721325,267224000
16/10/2020,13.76795387,14.0769769,13.74901372,13.99249393,242392000
19/10/2020,13.45519352,13.93941126,13.36447988,13.85916541,298068000
20/10/2020,13.60248089,13.75624474,13.46441732,13.54067608,229212000
21/10/2020,13.48211002,13.74801937,13.43500919,13.58204421,219596000
22/10/2020,13.31887722,13.56883628,13.19003418,13.47986804,290480000
23/10/2020,13.54740334,13.55039414,13.24934622,13.4075953,233484000
26/10/2020,13.09981823,13.64957979,12.99739235,13.38466771,336896000
27/10/2020,13.35451508,13.39962236,13.14991142,13.26405049,250520000
28/10/2020,12.58719063,13.21819534,12.56924773,13.15639053,376520000
29/10/2020,12.98293781,13.15115558,12.70980152,12.79802252,320080000
30/10/2020,12.49448299,12.89571319,12.26122055,12.80948669,416820000
02/11/2020,12.5410862,12.79627865,12.35592182,12.6178431,299652000
03/11/2020,12.97845078,13.06368097,12.56301479,12.66843145,272900000
04/11/2020,13.75075912,13.7839051,13.2949511,13.34703627,410228000
05/11/2020,14.11535835,14.29379393,13.94689148,14.117851,319028000
06/11/2020,14.51609039,14.54275567,13.85119344,14.06526573,383348000
09/11/2020,13.58777428,14.64517992,13.56783783,14.50661822,582976000
10/11/2020,12.72974014,13.5636021,12.58843671,13.5636021,644068000
11/11/2020,13.37569618,13.39264278,12.9074268,13.0125944,404744000
12/11/2020,13.41432381,13.72259869,13.27401763,13.43650383,365812000
13/11/2020,13.25507736,13.62565519,13.01807688,13.58428594,346312000
16/11/2020,13.47264004,13.60646647,13.11452259,13.13097009,413776000
17/11/2020,13.37993526,13.55338651,13.26180909,13.50977462,312028000
18/11/2020,13.38641167,13.56285366,13.14343055,13.42279657,510924000
19/11/2020,13.39787674,13.44497757,13.05869945,13.17109403,565936000
20/11/2020,13.04648972,13.45195711,13.02381059,13.41158511,341088000
23/11/2020,13.09857273,13.34030753,12.97446498,13.12972421,361356000
24/11/2020,12.91689777,13.12050321,12.84437705,13.10106491,346500000
25/11/2020,13.19302368,13.22766411,12.9789514,12.9914118,259916000
27/11/2020,13.21943951,13.36522913,13.12897588,13.33283133,167276000
30/11/2020,13.35924911,13.37021507,12.93135264,13.22318005,286952000
01/12/2020,13.34778595,13.48609859,13.1865451,13.44971369,296948000
02/12/2020,13.50179863,13.63039164,13.19252647,13.30841001,283360000
03/12/2020,13.35771084,13.6209562,13.2909029,13.5486632,199520000
04/12/2020,13.51949883,13.52124382,13.35048293,13.41006176,202244000
07/12/2020,13.56785679,13.6920012,13.46141238,13.56237267,223244000
08/12/2020,13.31184196,13.55988069,13.24353724,13.54616992,271920000
09/12/2020,12.8937912,13.37565964,12.83146984,13.2624844,401300000
10/12/2020,12.93517208,13.03139666,12.81277265,12.83221764,207764000
11/12/2020,12.9760561,12.98278691,12.78634947,12.9301871,209264000
14/12/2020,13.27070999,13.35048125,13.04012116,13.0505911,270156000
15/12/2020,13.32231331,13.4255169,13.14906,13.40133618,193016000
16/12/2020,13.20464802,13.39884118,13.17473309,13.38413286,223116000
17/12/2020,13.30311871,13.34125935,13.14083363,13.32854517,231384000
18/12/2020,13.2340641,13.36668336,13.03314012,13.34075766,342064000
21/12/2020,13.29414177,13.33178411,12.93043443,13.03737809,302332000
22/12/2020,13.24029636,13.29912774,13.0166875,13.28117954,185580000
23/12/2020,12.97206688,13.23705725,12.96782945,13.2181115,179144000
24/12/2020,12.95661068,13.09496418,12.90176853,12.99998629,97884000
28/12/2020,12.86312675,13.02516265,12.72676837,13.02516265,212564000
29/12/2020,12.90625381,13.0351349,12.80554267,12.88805647,170372000
30/12/2020,13.10817432,13.17597979,12.85988647,12.95311839,225396000
31/12/2020,13.01768589,13.11341122,12.8780857,13.098953,192424000
04/01/2021,13.07601738,13.61347727,12.92544896,13.06679413,560640000
05/01/2021,13.36643505,13.40507399,13.0495933,13.06230653,322760000
06/01/2021,12.57844353,13.20714118,12.55002539,13.18470546,580424000
07/01/2021,13.3058567,13.33951076,12.84966494,12.93043278,461480000
08/01/2021,13.23880291,13.38264054,13.00472406,13.3243084,292528000
11/01/2021,13.58256721,13.92109729,13.32430766,13.38039651,518344000
12/01/2021,13.44620419,13.71518371,13.30685413,13.71318862,291476000
13/01/2021,13.49307251,13.58605625,13.34674246,13.45144189,210028000
14/01/2021,13.16251945,13.56087746,13.14282626,13.53619845,283120000
15/01/2021,12.82274532,13.28716387,12.81177708,13.19019184,277780000
