Date,key_0,Close,High,Low,Open,Volume,finbert_sentiment
2022-03-29,2022-03-29,28.60391998,28.89339194,27.92914797,28.64284866,488984000.0,0.0
2022-03-30,2022-03-30,27.63967896,28.44421395,27.45301852,28.25256344,463487000.0,0.0
2022-03-31,2022-03-31,27.23641014,28.19666171,27.22044038,27.73150901,523440000.0,0.0
2022-04-01,2022-04-01,26.66345787,27.44603355,26.21926685,27.32525315,517235000.0,0.0
2022-04-04,2022-04-04,27.31027985,27.50791998,26.56463761,26.6794284,397120000.0,0.0
2022-04-05,2022-04-05,25.88387299,27.26935093,25.77307466,27.20446853,436615000.0,0.0
2022-04-06,2022-04-06,24.36264229,25.254019,23.95937719,24.88868494,703833000.0,0.0
2022-04-07,2022-04-07,24.16400337,24.67706914,23.43533057,24.39657971,557992000.0,0.0
2022-04-08,2022-04-08,23.07698441,23.87952412,23.02008879,23.8735345,524781000.0,0.0
2022-04-11,2022-04-11,21.87716866,22.27943614,21.62063575,22.17362978,575207000.0,0.0
2022-04-12,2022-04-12,21.46491814,22.68369975,21.24332148,22.4960417,662258000.0,0.0
2022-04-13,2022-04-13,22.16264915,22.45911029,21.41600932,21.6885139,516943000.0,0.0
2022-04-14,2022-04-14,21.21936989,22.7356106,21.12454321,22.46410361,569097000.0,0.0
2022-04-18,2022-04-18,21.74341393,22.04785804,21.04069286,21.16147325,525701000.0,0.0
2022-04-19,2022-04-19,22.15765572,22.3323369,21.27526158,21.68052383,512781000.0,0.0
2022-04-20,2022-04-20,21.44296074,22.62880149,21.16147363,22.47607966,468974000.0,0.0
2022-04-21,2022-04-21,20.14631844,22.35130326,19.96365047,21.66954404,656209000.0,0.0
2022-04-22,2022-04-22,19.47953796,20.44877419,19.46456583,20.26610617,624713000.0,0.0
2022-04-25,2022-04-25,19.86583328,19.90875441,19.06129824,19.1671046,641566000.0,0.0
2022-04-26,2022-04-26,18.75385475,19.75203735,18.63606917,19.68216487,653143000.0,0.0
2022-04-27,2022-04-27,18.38153648,19.13216882,18.25676364,18.56420259,499460000.0,0.0
2022-04-28,2022-04-28,19.74604797,20.00058561,18.45639622,18.93252861,570327000.0,0.0
2022-04-29,2022-04-29,18.51329422,20.09142034,18.48334806,19.36673992,500435000.0,0.0
2022-05-02,2022-05-02,19.49750328,19.53842723,18.35757846,18.50730548,572049000.0,0.0
2022-05-03,2022-05-03,19.56637383,19.78897001,19.09822634,19.36474128,475751000.0,0.0
2022-05-04,2022-05-04,20.29704475,20.36292479,18.71692151,19.8867924,648855000.0,0.0
2022-05-05,2022-05-05,18.80975533,19.88879024,18.4663806,19.83089698,626331000.0,0.0
2022-05-06,2022-05-06,18.64105797,19.47653664,17.95730347,18.70194792,633297000.0,0.0
2022-05-09,2022-05-09,16.91919899,18.22182593,16.79642141,18.00122876,644455000.0,0.0
2022-05-10,2022-05-10,17.56302643,18.16493132,16.99406251,17.65685548,761474000.0,0.0
2022-05-11,2022-05-11,16.59977722,17.72073747,16.53789152,17.31547517,670167000.0,0.0
2022-05-12,2022-05-12,16.14560318,16.75749,15.53870929,16.18952384,708728000.0,0.0
2022-05-13,2022-05-13,17.6738224,17.89541909,16.56284608,16.75749141,670437000.0,0.0
2022-05-16,2022-05-16,17.23262596,17.75567386,17.07491406,17.47718156,521446000.0,0.0
2022-05-17,2022-05-17,18.14396858,18.33761629,17.60195606,18.04115512,585830000.0,0.0
2022-05-18,2022-05-18,16.90722084,18.08507691,16.8333559,17.67282728,545161000.0,0.0
2022-05-19,2022-05-19,17.09288216,17.65485878,16.70358958,16.90622171,621310000.0,0.0
2022-05-20,2022-05-20,16.66366768,17.37836633,15.72637369,17.30050894,739105000.0,0.0
2022-05-23,2022-05-23,16.8672924,16.88426171,16.14959916,16.24442584,639889000.0,0.0
2022-05-24,2022-05-24,16.12464333,16.56683907,15.75132338,16.47999728,588550000.0,0.0
2022-05-25,2022-05-25,16.94415092,17.07990345,15.97092246,15.99088657,781132000.0,0.0
2022-05-26,2022-05-26,17.81855965,18.05912091,15.99288297,16.00685747,996575000.0,0.0
2022-05-27,2022-05-27,18.7768116,18.84668407,18.06710341,18.15294754,738379000.0,0.0
2022-05-31,2022-05-31,18.63806534,19.1651056,18.31665006,18.94550422,664100000.0,0.0
2022-06-01,2022-06-01,18.28670311,19.01837068,18.08906302,18.68997007,544514000.0,0.0
2022-06-02,2022-06-02,19.55638885,19.58334021,18.16492347,18.25875248,648656000.0,0.0
2022-06-03,2022-06-03,18.68597984,19.29686908,18.48833971,19.0473234,598779000.0,0.0
2022-06-06,2022-06-06,18.75185585,19.301855,18.53025921,19.10421491,422406000.0,0.0
2022-06-07,2022-06-07,18.89160538,18.9654703,18.15494572,18.43842998,388914000.0,0.0
2022-06-08,2022-06-08,18.61804581,19.14919083,18.50522645,18.76880232,363252000.0,0.0
2022-06-09,2022-06-09,18.01901054,18.90258923,18.01202182,18.4513156,395574000.0,0.0
2022-06-10,2022-06-10,16.9467392,17.66857757,16.84190639,17.57173324,465248000.0,0.0
2022-06-13,2022-06-13,15.62186718,16.28579898,15.58093267,15.97429986,604153000.0,0.0
2022-06-14,2022-06-14,15.81056213,16.04019221,15.38724249,15.70573031,469680000.0,0.0
2022-06-15,2022-06-15,16.50045013,16.84090193,15.90041484,16.06914302,563936000.0,0.0
2022-06-16,2022-06-16,15.57593918,15.91639197,15.37626064,15.83452296,545749000.0,0.0
2022-06-17,2022-06-17,15.85449314,15.9693082,15.30337974,15.62286544,630334000.0,0.0
2022-06-21,2022-06-21,16.53939056,16.98068003,16.38064556,16.44853713,483089000.0,0.0
2022-06-22,2022-06-22,16.33372116,16.6352361,16.15400999,16.19993563,437135000.0,0.0
2022-06-23,2022-06-23,16.19894028,16.55836076,15.82753708,16.49246678,463680000.0,0.0
2022-06-24,2022-06-24,17.09848595,17.11246339,16.28379689,16.47349219,472153000.0,0.0
2022-06-27,2022-06-27,16.84190178,17.30216169,16.59929209,17.28419095,427968000.0,0.0
2022-06-28,2022-06-28,15.95632648,17.17436596,15.91938527,16.87285106,461149000.0,0.0
2022-06-29,2022-06-29,15.51703453,15.79458785,15.14563234,15.78859793,482352000.0,0.0
2022-06-30,2022-06-30,15.13465118,15.54199582,14.83812831,15.33632639,686070000.0,0.0
2022-07-01,2022-07-01,14.49967194,15.03880451,14.36888279,14.87506838,577610000.0,0.0
2022-07-05,2022-07-05,14.93996429,14.94695302,14.0324249,14.15223204,651397000.0,0.0
2022-07-06,2022-07-06,15.10569572,15.29439225,14.76524294,14.9858886,529066000.0,0.0
2022-07-07,2022-07-07,15.8325243,15.91938443,15.36427787,15.43117063,492903000.0,0.0
2022-07-08,2022-07-08,15.81255913,16.01123982,15.36428002,15.40521452,467972000.0,0.0
2022-07-11,2022-07-11,15.12766171,15.50205934,15.0138445,15.50106054,437321000.0,0.0
2022-07-12,2022-07-12,15.05777359,15.40621297,14.85310296,15.24347469,458483000.0,0.0
2022-07-13,2022-07-13,15.13963985,15.35030134,14.44176333,14.56656253,521918000.0,0.0
2022-07-14,2022-07-14,15.34730721,15.4481448,14.70434163,15.08373134,456235000.0,0.0
2022-07-15,2022-07-15,15.73668194,15.75664932,15.42019074,15.6338477,385935000.0,0.0
2022-07-18,2022-07-18,16.07513237,16.86985306,15.9762924,16.27580966,670517000.0,0.0
2022-07-19,2022-07-19,16.96470261,17.08251307,16.14602026,16.45951499,702366000.0,0.0
2022-07-20,2022-07-20,17.7783947,17.90419365,16.77401209,16.91977747,760538000.0,0.0
2022-07-21,2022-07-21,18.02100563,18.1148545,17.51681765,17.85627166,557049000.0,0.0
2022-07-22,2022-07-22,17.29117775,17.93813557,17.10946902,17.86425504,536671000.0,0.0
2022-07-25,2022-07-25,16.9966526,17.09649234,16.62225501,16.99165957,480748000.0,0.0
2022-07-26,2022-07-26,16.50644493,16.8918246,16.45153297,16.8618721,397865000.0,0.0
2022-07-27,2022-07-27,17.76142502,17.90719041,16.88583293,17.00464126,569776000.0,0.0
2022-07-28,2022-07-28,17.95510864,18.11085817,17.41198384,17.94612423,474646000.0,0.0
2022-07-29,2022-07-29,18.13382721,18.21469648,17.66358305,17.78438899,435460000.0,0.0
2022-08-01,2022-08-01,18.41137886,18.81572901,17.96110307,18.15279411,476469000.0,0.0
2022-08-02,2022-08-02,18.49624062,18.90757947,18.06293774,18.09289023,489527000.0,0.0
2022-08-03,2022-08-03,18.8626461,18.93752637,18.10786018,18.15478555,418146000.0,0.0
2022-08-04,2022-08-04,19.18413925,19.24304451,18.7298701,18.81872786,409652000.0,0.0
2022-08-05,2022-08-05,18.958498,19.19811226,18.63601689,18.77978468,386068000.0,0.0
2022-08-08,2022-08-08,17.76441956,18.20970423,17.2143059,17.47388851,981859000.0,0.0
2022-08-09,2022-08-09,17.0585556,17.4189758,16.69713756,17.22428933,668263000.0,0.0
2022-08-10,2022-08-10,18.06793213,18.08889831,17.2891843,17.66957285,597422000.0,0.0
2022-08-11,2022-08-11,17.9131794,18.67695188,17.84728543,18.10187689,509327000.0,0.0
2022-08-12,2022-08-12,18.67894554,18.68793186,17.92415946,18.13082767,478094000.0,0.0
2022-08-15,2022-08-15,19.0014267,19.13321462,18.58310106,18.67095904,457666000.0,0.0
2022-08-16,2022-08-16,18.84867096,19.11124894,18.47127795,18.88960546,451240000.0,0.0
2022-08-17,2022-08-17,18.30554581,18.65797939,18.11585239,18.49324543,446799000.0,0.0
2022-08-18,2022-08-18,18.74284935,18.83470064,18.1537968,18.27160731,415447000.0,0.0
2022-08-19,2022-08-19,17.82032967,18.49025135,17.74145609,18.37643415,441588000.0,0.0
2022-08-22,2022-08-22,17.00663948,17.52979797,16.93874791,17.4619064,409593000.0,0.0
2022-08-23,2022-08-23,17.15340042,17.4369446,16.94273893,16.96170941,369986000.0,0.0
2022-08-24,2022-08-24,17.19433784,17.37804232,16.86786341,16.98467416,522661000.0,0.0
